,text,labels
1418,  it should be recoverable its just the boot part thats messed up grr argh my business was on there,0
1419,httpwwwbodybuildingcomfunrichardchanhtm OMFG this dude looks well ard He puts me to shame,0
1420, OMG are u still naked  XDD omg i miss you so muuch,0
1421,has stuff to do but refuses to do them  ,0
1422,rented bikes  unknown trail with random bumps  big hills  kids  one beat up little girl Not a good day on the B family vacation,0
1423,  I do not mean to laugh but a little giggle did come out  sorry,0
1424,No one wants to sit with me at lunch  I guess Ill just bury my head in my laptop and continue to be antisocial,0
1425,  seasons thats it Sorry just noticed in ur previous update My sis isnt gonna be happy,0
1426, I miss rollerblading down Shoreline,0
1427,This wind is crampin my style I have a section of my yard that wont get any water Id move the sprinkler but its surrounded by mud,0
1428,I am probably spamming my followers account,0
1429, so sad u cancelled silverstone show  better see u in sandown park,0
1430, Dont worry Youll be  soon,0
1431,Sometimes I could swear I really am insane,0
1432, haha IEits expensive Hmlet me message you later,0
1433, you got it all done even the labs thats all i have left to do and i cant figure it out FML,0
1434,Really missing hockey already  Off for a night in Dtn Naperville  Cant wait for the day off tomorrow  I have to work Sunday,0
1435, Never ever smoking around you again,0
1436,This has been a dismal week,0
1437, My public talk in July got canceled and I dont know why,0
1438,Alexxx Im gona miss you today Im so sad noooooooo,0
1439,I had  buy a new washer bought the dryer   Dryer labeled electric but is gas   GRRR  Now we have  load it up tomorrow  return it,0
1440,Im so sad really really sad,0
1441,I cant breathe well but turns out Im not crazy  Just inflammed lungs,0
1442,Waiting for Natie to come online I miss him,0
1443,FreeSats coverage Sky dish is really really bad at the moment blocks all over the place really annoying,0
1444, that truely is sad news to hear  we are all created equal so sad to know our neighbors are such prejudice people,0
1445,btw ian watkins has stopped following me  so i am a wee bit pissed off,0
1446,oy im such a nerdim writin  no cuz no is followin me  i mean lik sum was but their account was deleted due to strange activities,0
1447, this week has dragged a bit for me too  have an essay to write about the seaside then Im seeing eddie izzard tonight x,0
1448, oh  youve been superseeded  not good enough,0
1449,Stupid liars Glad they are ignorant because I had a blast,0
1450, Hello yourself Enjoy London Watch out for the Hackneys Theyre mental,0
1451, Oh dear what a rotten life you lead NOT,0
1452,headed to the hospital i cant take the pain anymore,0
1453, Ooh jealous I just have yoghurt and some carrots,0
1454,Bored out of my mind  LOL,0
1455,Guy In the past it was ok but since ive got my own appartment my own carits very difficult to save the money,0
1456,Just got back from school Ugh I dont want to go to the dance tonight,0
1457,  Is competition around the corner if not take it slow for at least a week Twisted my ankle back in jc awfully painful,0
1458,i cant sleep,0
1459,Im very upset right now like I cant even formulate a complete thought,0
1460,oh my gosh hollyoaks was so sad tonite,0
1461,Just found a tink cover for a wii remote but the people i know dont have a wii  fail,0
1462,Why cant I make a phone call I hate this anxiety  Someone cure me,0
1463,Starting my nd shift Im going to miss like an hour of the lakers game,0
1464, copy  paste   tosser piss flap a  times ,0
1465,Fuuuuuuuudgeee I burned my finger with oil It hurts,0
1466,Friday is not treating me well so far,0
1467,so tired from school and work shower than neighboures,0
1468,I wanted to see the story on ACORN tonight on Glen Beck but I missed it,0
1469,Much to my surprise I was using my credit card before the crack dawn to do some serious online gambling One problem it wasnt me,0
1470, yeah but there are like  types of snakesand its wicked wicked wicked hotand idk i dont think id like it,0
1471,I think I may have ruined a friendship this week by getting carried away,0
1472, aww im sorry honey  that stinks,0
1473, that sucks,0
1474,Guy Im afraid yes  both are true  I hope u r not disappointed yet,0
1475,im still melting and im in the house in the shade  its not fair,0
1476, right  making compromises is what kills us,0
1477,In worst case cenario Ill show up on OFFF with a white mask and scare everyone Even better everyone should wear a mask besides me,0
1478,is back from the park and is very sunburnt  cant wait   nightand is gonna get smashedbein sober jst wnt b as fun,0
1479,I feel lazy watching other people work on my roof  Kat Woman OUT,0
1480, RE Hulu Desktop in Windows  Media Center  httpbitlyDEcbut not on extenders unfortunately,0
1481,ouuuuuuuuuchhhhhhhh still hurting from the Barca spanking,0
1482,iPhone today I want to see The Morning Of in Virginia Beach but I dont think I can get there,0
1483, I need to do some more post but I dont have time on this tour   Apologies to all my supporters,0
1484,totally forgot she had soccer today ugh  today was actually good too,0
1485, oops too late,0
1486,Dang i didnt even remember it was my bday today,0
1487, I have heard that about a lot of programs like that we go to a large chain of learning centers sorry for you,0
1488,why yes jeeves bring me that noose there  TOO MANY ASSIGNMENTS,0
1489,i lost a follower,0
1490,but this little boy still makin me  work during the storm,0
1491,Things arent just as easy and simple as they seem to be,0
1492,is on twitter for the second day running This is what study leave does to me If only my car were in one piece,0
1493,JStuart Unfortunately not yet I am still without licence,0
1494,Ow My shoulder muscle I cant remember the name p hurts What did I do  I dont even know,0
1495, I wish I could afford to attend those benefits,0
1496,Oooh the hangover,0
1497,My attempts at writing tonight seem to be failing,0
1498,Very bad thingsI need to stop thinking,0
1499,Phone will die soon What to do now Oh no,0
1500,  Sorry you posted the vid again but it wont load for me,0
1501,  no water park today made me jealous looking at that pic,0
1502,In pain poor me I HATE THE SUN,0
1503,FYI a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my egrowth,0
1504, I cant  has blocked me  I cant even request,0
1505,Getting very frustrated by people who dont know what they want cant wait to go home tonight,0
1506,  Apple store is down for updates whats coming I wonder,0
1507, cant sleep  feening for cigs im horrible X,0
1508, is there something wrong with the internet in chelmsford my tv on demad isnt working right and my internet is SUPER slow,0
1509,Tried to do an Audioboo recording but it distorted due to the high volume  OBS,0
1510,Need to come up with another blog post today But for now I AM SLEEEEEPPYYYYYY,0
1511,shes gone   I miss my kay way already,0
1512,Missing nathan and the bccg already And my best friends that tried to visit me   Heading back tomorrow afternoon,0
1513,on jacksonville beach walking in the cold  water   but have to work in the morning   ily ,0
1514,finished the noodles done the dishwasher really really warm i dont like it,0
1515,christian lacroix and one of our onoff clients gone bust  httptinyurlcomkvj,0
1516,just got back from my exam im surely gonna failnow trying  get tickets  il divo someone doesnt want us b there,0
1517, The devil you say  Ive been waiting for the Black Widow in movies and now she wont be awesome at all,0
1518,Man waking up sucks when u have to go to work like  min later,0
1519, you suck,0
1520,The case for my iPod Touch is literally falling apart  So junk,0
1521,I dont care who gets mad I like speaking my mind Im alreadt crazy so it helps me not go off da deep edge  u,0
1522,throat infection coming on strong I think  I can taste blood S,0
1523,I cant to sleep and tomorrow i must wake up too early,0
1524, I wasnt given an exact date but it shouldnt be much longer Please accept our apologies for the inconvenience,0
1525, physics  the most boring class ever,0
1526,gaahhhh i want my comet stream back,0
1527,im a little sad that school ended today im moving so im going to miss all my new friends from this year    just got a hair cut,0
1528,oops just unfollowed everyone  anywayz will build my Twitter Empire again,0
1529, Oh I see who u mean nowtht heltershelter person lol yer looks scary,0
1530,I knew I shouldve worn the SARS mask on the plane from SoCal feeling the beginnings of a sore throat,0
1531, yep so I  it,0
1532,hollie steel on bgt was absolutely excruciating to watchpoor girl,0
1533, oops me and my drunken stupor lol Ima check it out,0
1534,soo sick i hate my life,0
1535,I hate waiting in lines,0
1536, yeah the weather ruined my plans too  i was gonna beach it up as well,0
1537,Its an undeniable truth  I suck at talking to people  No good at making a connection  i come off as either strange or distant,0
1538, I gotta say I feel bad for everyone in NKorea  Theyre starving and they have a crazy in charge who endangers them daily,0
1539,Feeling so rough today just want a cuddle and some sleep,0
1540,Still soo tirednot ready to get up for the daywork again,0
1541, me too it sucks,0
1542,Going out to Miranda shopping centre to spend time with the family before going away for  weeks to Malaysia Gonna miss them,0
1543,missing mrs mcfox,0
1544,at last i wrte againgot bored the previous dayss,0
1545, She Maybe that was our first mistake  Not everyone is as cool as   brown nose moment,0
1546,Internet is getting  slow today,0
1547,Went out to get groceriesprices are inflating  Gas went up another  cents to hit  TCOT,0
1548,Im so down again  I wish I could share my problems with someone,0
1549,urban think fail chai latte is not good there,0
1550,Trying to open a docx file on my virtual system while Im under the dryer But it only has Office ,0
1551,idk why im so hyper im jumping everyhere ugh lets let it be friday sweeney todd then cinco de mayo il those parties,0
1552,bed with stomach ache,0
1553, my computer is being stupid and wont let me vote   if i could i would vote for u,0
1554, i miss you  stupid work,0
1555,Gettin some fuel too bad no one is reading this,0
1556, KH is the only thing Ill be a weeaboo about  I still prefer it in English but Im impatient haha,0
1557,Everything is annoying me today,0
1558,How did Day  go from a good budget video imma put it on her to such a low budget video Stadium Music The end may be near for them,0
1559, I think you and Tamera should have your own show anywaythe CW or ABC fam is not appreciating you like they should,0
1560,is still sick  sigh,0
1561, my life,0
1562,i miss the jokes and making fun of ppl and throwing ideas for songs movies and shows at eachother the most  thatll never go away,0
1563,Morning all I appear to have a bit of a sore head Perhaps the bag of pork scratchings for dinner wasnt such a good idea,0
1564, haha you didnt see my macbook or my  imac in that pic so feel extra jealous lolll,0
1565, hey  sorry for the late replybut i do plan on posting on both facebook and twitpic,0
1566,At pool in Orlando got new kicks  going to seaworld tommrow miss my best friend,0
1567,Father is staying home and conference calling Sorry ,0
1568,Why are the sinks in hospital toilets so low Now the  of my grey suit is spattered with water Just in time for Physio,0
1569,ughhhh sad day,0
1570,Wishing it was a sunny day then I might just be bothered to get outta bed up the blues,0
1571,wishes he had realized his wife hadnt held onto the debit card before he took a long walk to get lunch and not after  GRRR,0
1572, How is she spoilt Shes like   That was hard for her to be put up in front of m people  Shes really young,0
1573,school and the guy i like was talking to the girl i cant stand at all  ppl are just soooughhhh,0
1574,Have  Malware on my work PC  I miss having an IT dept,0
1575,Took me  times to get over the wall What killed me was the  lb dummy that you cant drag   seconds over,0
1576, I accidentaly slammed my finger in the trunk,0
1577,  it Must be Morrisons then,0
1578,That was ,0
1579, NOOOOO I hate traffic,0
1580,  I miss you too,0
1581, I am so sorry I missed your tweet  I was on a nice long chat across the border with pastel Did you want the recipe email,0
1582,cupcakes gave me heartburn,0
1583, pandora is blocked at my work  bummed,0
1584, no panasonic chargersorry,0
1585,xox  Oh god everyones dying  But its mainly justin depressing me,0
1586, i know and we gotta wait until earl  i think or very late  its just wrong,0
1587,watkins Oh my gosh ian i always miss you when your on,0
1588,painting my nails green in an attempt to look like an army person annoyed that everyone seems to tan apart from me freckles and sunburn,0
1589,fieldnotes I ordered some on the th and they still havent arrived  weeks and still no books,0
1590,watching Jon  Kate plus cant believe theyre divorcing,0
1591,I work for a man that is so bad at his job that the whole team want to leave and all believe we would make more money if he wasnt here,0
1592,My poor wife  Im laid up for another  hours on doctors orders then cant do much and she is dealing with screaming baby,0
1593,looks like the eprocurement email address from office mate is blacklisted by IT here asking them to whitelist now,0
1594,  I know the feeling  Its a little depressing S,0
1595,  you and your hot weather  its freezing in Oz at the moment  I miss summer,0
1596,UhOooh my throat is scratchy,0
1597,  man i wont be home to co host with you  xoblair,0
1598,ughhhhhhhhhhhh  ,0
1599, lol  thats what hubbys are there for to think their wives are nuts,0
1600,apparently even Novell Moonlight doesnt work on my Jaunty,0
1601,people with mustaches get super powers and mustaches no fair,0
1602,Bad day just got worse,0
1603,Trying to recover photos after a problem between Windows and my XD card Result shots are all half visible   Microsoft,0
1604, Wish I could listen but because Im from Canada the website wont let me,0
1605,  I guess you are not interested ,0
1606,I hate funerals,0
1607, I dont know what that means sorry,0
1608,oh no opera  is not google friendly  weeps,0
1609,Hates bleech Messed up my black outfit,0
1610,I feel like  cause I couldnt sleep last night and went to sleep at  n bk up at   soooo tired,0
1611,I need a blackberry,0
1612,Found my book Starting a real paperbound journal tonight Have an annoying zit above my lip Makes me look like I have herpes,0
1613,scratchy scratchy throat warm fluids needed,0
1614,would like june the nineteenth to hurry it self up as she is waiting very impatiently to see wes carr,0
1615,Trying to go to sleep but no luck  I think im sick S,0
1616,  its this damp weather,0
1617,New work wellness challenge not going well  I committed to not check email between  pm and  am  Failed on first day  Twice,0
1618,Whew Finally done editing my Friendster account Haha Oh geez Im hungry,0
1619, that really sucks I feel bad for you at least I woke up at eight,0
1620,my month daughters seperation anxiety is intense its killing me i cant leave her sight without her breaking into an anxiety attack,0
1621,Officially out of my apt  Learned some stuff about the crazy neighbors that used to live across the hallscary,0
1622,oh not just his IMs but also from all my friends who IM me This really sucks I am always not around,0
1623, Dude I miss the s   btw the name of my mix is Damn the man Save the s hahaha,0
1624, what a  shame all that body to waste,0
1625,Sitting watching britains got f all talent but have watched a small girl cry and its sad,0
1626, Oh No Oprah jumped in front again,0
1627,   make sure it has the word poo or balls in it  Underbelly DOES suck balls I gave up on it in wk ,0
1628, I agree with Crazy its not worth it  block them  let Twitter police know about harrassment,0
1629,Needs a job BADLY,0
1630, Wow  That had to be difficult,0
1631,i think that studying has really started taking its toll,0
1632, i did a couple hours agoive got sun burn and its really uncomfortable,0
1633,Missing my baby ducks,0
1634,I hate the dryer,0
1635,I REALLY  should have gone to the Chiropractor this week   And today  my neck hurts so bad,0
1636,I was gonna get off at  day Just found out Im stayin til ,0
1637,even though everyone wanted to do a newish song and our teacher agreed S old grumpy doesnt like us happy  haha,0
1638, I wish I was well for the past hour I have been But before that I was in bed Proper migraine,0
1639,leaving now  off to get my angry teethed pulled,0
1640,Im going to miss Miss Suhana,0
1641, Just go near a hive theyll tame you,0
1642, my three most hated words are see you monday,0
1643,Its a sad day for beer drinking movie goers The Speakeasy theaters are no more,0
1644,I am in so much pain I really dont feel too good Couldnt eat my dinner,0
1645,   People are cruel sometimes  I cant imagine being a Star,0
1646,Sick at home and so bored  I want to get better already so I can enjoy being a college grad,0
1647,kinda has a headache,0
1648,Omg watching Hollie Steels crying is so so painful  bgt,0
1649, That sucks about your prints Sorry,0
1650,Weather sucks Its raining again,0
1651,work soonnnnnn  its looking rly dead today,0
1652, i know my mom is going up there monday with me to get it changed im so upset,0
1653,I miss my peanut gallery,0
1654,emily is over tonight XD work experience is over Jen Im  going to miss seeing you like everyday,0
1655,I feel slightly sick now  BGT,0
1656,Okay the man with the hook for a hand is kinda freaking me out right now,0
1657, I miss you too Mojokins I go there but not long enough to comment  Will do more this weekend,0
1658, Sigh It is a sad lonely profession,0
1659, oh no fair thats in  hours,0
1660,I should go shower but FFAF is  distraaaaacting,0
1661, aww noooo that doesnt sound too great,0
1662, I did do that one Twitter while driving although the iPhone keypad sucks for driving and typing,0
1663,Tummy hurts,0
1664,Another Lake Park kid is going to Tulane Im not unique anymore,0
1665, Welcome to Glasgow Felix sorry I cant be there tonight,0
1666, Im not getting any treatments we are just gonna hang out at the pool and the hot tubs,0
1667, again your fault  i didnt make u leave,0
1668, Happy Birthday  sorry for the blank one my sister messed me up,0
1669,TGIF Resto here at home is dayuummm expensive,0
1670,Just finished reading Chuck Palahniuks Pygmy and kind of hated it Im really disappointed I had pretty high hopes for this one,0
1671,riding daddys bike yes a mans bike very convenient NOT in the dark without glasses on i was scared  but i survived HAHA,0
1672,VERY upset  Mom is in the hospital,0
1673,J think so although think i am being ignored not a good day,0
1674, That is annoying What gear is it Ill take it off your hands,0
1675,my back hurts  have a heating pad on it stupid ladder y did you have to collapse and make me fall on my backbum,0
1676,gonna do laundrynever did laundry  a hotel beforeI miss you Reven though you ignore me and don even check on me,0
1677,Ewww just printed my new Id badge thingie  work n eww my picture I took so many n they were all ugly,0
1678,Awake at am  cant sleep,0
1679,anyone else having a problem accessing their account info on the istore  i cant buy music and cant look at my account,0
1680,frame damage car could be totalled,0
1681,Ugh soooo much work to do today while trying to make the  train to the game looking like a  hour Sunday at the office,0
1682,breannarose fuuuuuuck  idk if andy can get youuuu,0
1683, doesnt look good  we have to go burn some lampions,0
1684,My mouth hurts Wish I could cut my head off,0
1685,oh and antiboyle didnt work out either  never too much of a bad thing eh uk eh,0
1686, i had a dream that u didnt like me,0
1687,Ugh still sick This Calgary cold has lasted forever,0
1688, ha I knowIm very ashamed,0
1689, Yeah Sabrinathough I keep thinking its something else  Cary Grant aint too shabby either Bringing up Baby,0
1690,I have uncontrolable hicups right now that hurt,0
1691, no im not going this wknd  sorry it took me forever to respond i just realized twitter isnt txting me ur updates,0
1692,oh yah her and angel came and harrassed me and tried to break in my house lol  Burgen,0
1693,Not feelin right Hope the feeling passes Stupid stomach,0
1694, I cant seem to find it can you send it to me again please  oh and tag it too lol,0
1695, Bad times for everyone  Whywhywhy do we have to write essays  No fair,0
1696, I wish I could still drink it but I had two bad nights with white wine in London and then I was sick for almost a week,0
1697,omg patron is ofmy FAVS   im so jealous icant do  but i can do  so make it   so serious im in alabama visitin fam,0
1698,Have decided I just cant stand s Alltop spam any longer,0
1699,Really mad at myself for forgetting about the May  deadline for the  mile award trips to South America on ,0
1700,Has been rejected,0
1701,Almost time to say Good Bye to my twimulations Ill miss my tweeps,0
1702, Right here Army Wife in Germany I cant STAND that I cannot be there this summer,0
1703,Oh no  I wanted to go to sea but today the sun is not here  SIGH,0
1704,my deep fry drumsticks were not as good as i thought they would be,0
1705,This weather is awful I just want to curl up and read a book all day,0
1706,andjay hi   your job,0
1707, shes in LA wanting sun today but apparently LA isnt cooperating,0
1708, I knowww yur mother is being a  and she doesnt want to take me to the movies  ,0
1709,Learned a lesson the hard way Lost my USB stick and backup was a month old,0
1710,michael scholfield is no more He is dead I am sorry,0
1711,is going to forgo Pub Night with the wife tonight Tough week for both of us and neither is really up for it Plus our neighbor died,0
1712,Cant believe Venus lost A real shame Smh I think im getting sick  Had such a  week doesnt look like the wknd is gona be better,0
1713,Spent the night finally relaxing with Nogard on WoW after finishing some work Needed to take a small break from art I really missed this,0
1714, Sorry about the weather hopefully youre not in the  hour wx delays here in BWI,0
1715, Sorry that was a bit negative,0
1716,Now have an unpleasant talk wnlaws  look ward ,0
1717, how tough was that just wanted to hug her like my own,0
1718,ohmy foots hurting now About  minutes after I took it out though,0
1719,i dont know what to do time is going by so fast,0
1720, See Sucked you right in  The only problem will be churchSunday race conflicts but thats why God gave us DVR D niffer,0
1721,I feel actual heartbreak Gates last night  x,0
1722, Momentum works  But Jeff will have a hard time from nd,0
1723,I am in school Absolutely I have been sick  I want to go home  we are writing of geography the best it will,0
1724, I could do with another one now myself was back to work on Monday after being off for  weeks  not good,0
1725, Sorry to hear that man  He is were the  cant reach him now My heart goes out to you and your family,0
1726,TODAy SUCKs  kisskass you and katey broke up Yah Kate Broke up with me  Its been awful nd Vodkas httptumblrcomxkxwglr,0
1727,I dont wanna go back to work   sleepy time,0
1728, i am so jealous,0
1729,Almost made it to reading comedy outlet Headlining all weekend Only took me  extra hours with traffic Basically doubled my time,0
1730,New picture isnt working,0
1731,Im hungry And single  heading to the golfing range soon,0
1732,cant upload a picture I already hate twitter,0
1733, I know Im so slow its horrible DONT TELL ON ME,0
1734,Im up getting ready for skill cant wait to fail my bio final yay ugh honor classes suckkkk  ,0
1735,sorry for taking over twitter with my icantsleepness,0
1736,I miss vlogcandy,0
1737, It saddens me youre youtube has changed Its just like every other youtube kid you used to be different,0
1738, Right now it is am  Ugghhh,0
1739, Homework bound for the whole weekend not so fun,0
1740,I hate it when I am in pain,0
1741,R Drivein srsly jealous  I have never ever been to one  there is one down the rd but its no longer operational ,0
1742,Wonders why its so hard for me to concentrate,0
1743,I feel bad over everything  How can I be so stupid Why was I so harsh Its my fault I know it Im sorry SaVvy love you guys,0
1744,and all woman who transfer their first impressions sexualmaternal onto a less threatening man  are themselves as weak as Him,0
1745, Sorry you are having a bad week I feel like if I could get good sleep I would be so much better too Fog,0
1746,wow  pm rolled around really fast I accomplished only one thing on my to do list today,0
1747, yeah gives me something useless to crib abt,0
1748,Worst day ever And its only noon,0
1749, Haha  you not inviting me,0
1750,wearing a pair of trousers that were loose last year tight this year,0
1751,had a  contact with both parents   grrr,0
1752, Im soo jealous right now,0
1753,HollowbabesHere comes the utter shite bgt I completely agree,0
1754,missing my bffls missing my friday night dates  hot dogs for dinner then who knows what the evening holds,0
1755,cant sleep again I couldnt sleep last night eather  Wabble Wabble,0
1756, Yucky  Time to bring out the vaccuum and go to War Our house is always a spider haven for some reason Not cool,0
1757,Oh and thank alllll of you who put me in ur Follow Friday  to all of my new followers I usually do it but todayIm just too tired,0
1758,was gonna go to my brothers show but still feeling like poo ,0
1759, Im not feeling very inspired todayI was suppose to be  the Bham concert tonight,0
1760,on my nd written  i get less ideas every day and every day,0
1761,on my way to work working sucks big time,0
1762,SF felt WAY too intense for me tonight Hope that doesnt keep up Upset with myself for not hanging with  and pearl,0
1763, thats sad  what kind of mess are you getting into this weekend,0
1764,why are matters of the heart so complicated,0
1765,haha Im bored I think Ill go watch a movie  BBL,0
1766, oh Yeahyour mom told be about that  I thought you meant his twitter ID  I was very confused That sucks Sick,0
1767,fell on the sidewalk in harvard square  stupid cobblestones  now my hand hurts,0
1768,either my inerne is  or my mind is but im pretty sure that its the internet,0
1769,ready for the weekend and sad that I have to be at the office again tomorrow morning,0
1770,  Im  work and missed everythin yesterday but dont know wot Anybody,0
1771,is sad that greg pritchard didnt make it through to the final of britains got talent coz he soooo deserved it,0
1772,Heading home Could really have done without banging my head on the way into the bus,0
1773,distel Maybe u have natural ability for languages  I envy u on that ,0
1774,The cats are gone All  of them,0
1775,My Boy is leaving for the Summer Going to stay with the Grandparents Im gonna miss him,0
1776,It looks as though I am sick little friends,0
1777,Only just past am and already been spoiled rotton,0
1778,Insomnia at its finest Go to bed at  fully awake at  Grrr Anyone want to call mee,0
1779,I had the worst dream ever the Lakers were losing   ZIP   Courney Cox had a mohawk wtf,0
1780, sorry  didnt mean to   hope you can think positivly about being  and looking back on ,0
1781,dont think that went well was only in there for  mins,0
1782,i really want a blackberry  my sidekick is hella wack night,0
1783, sorry i couldnt fit hals name,0
1784, man that sucks,0
1785,Im really nervous about giving a speech at a wedding tomorrow,0
1786,lousy  landlord   need to focus on kids packing but cant  nevermind sew sleeping bag,0
1787, that sucks mama,0
1788, Im not going sadly  Maybe next year eh,0
1789,surgery effin hurts,0
1790,So bored need more people for rsmv   jagex doesnt let u say RSMV unless its the first word u say in the sentence sad,0
1791, we have some kind of bugs in our house And we dont know why or what it is,0
1792,Anotha day of work  not lookin forward i hate closin fri,0
1793,My stomach effing hurts Sadly therell be no gym class this afternoon,0
1794,Gotta go now  im going to Circus  the real Circus not Britneys Tour  sadly ,0
1795, I have my  class   school what time you work wed if jade comes ima have to get her in antioch at amtrak,0
1796,old mes dead and gone,0
1797,its you and me forever  its you and me right now   flywithmeobsessive Im crying,0
1798, sounds like the muffler bearings are going bad,0
1799,can I just go to sleep and wake up in December when my house is all organized and the baby is here feeling like poo today,0
1800,I wish I had company,0
1801,  My Power was cut off  thats where i went,0
1802,looks like it got cloudy again outside and i have nothing to do tonight boo friday,0
1803,Home early yeh work to do over the weekend  not happy so much  a big,0
1804,It was going to happen one day but I so feel for the girl AND her mum,0
1805,Stupid idiot who ran a stop sing and almost killed me and my car,0
1806, didnt have my camera with me  totally regretting it now,0
1807,im bored RC is goin maintenance,0
1808,going through security already miss my baby,0
1809,nursing my scratches and bumps from Festivus mud wrestling I swear theres still dirt in my hair but a good time was had by all,0
1810,missing loverboy so much,0
1811,Cried my eyes out watching My Girl last period   hahah,0
1812,this time i really need to shut it im going to sleep my head aches badly and i really cant take it,0
1813,Youtubes tubes appear to be clogging up somewhat today connection errors a plenty,0
1814, sorry guys the WAVVES show was canceled they missed their flight,0
1815,going to my bffs haha but thats in like  hourssss sooooocalllll me actually darn i have hw,0
1816,wishes he can just call her  blah it used to be so easy to move on wtf happened,0
1817, yeah  when it goes wrong its the worst feeling ever,0
1818,X sorry about that,0
1819,Sad that everyone is leaving me,0
1820,after I said hi how are you she did at double take  left  it I should have let her look around first,0
1821, the no tweeting guilt trip didnt stop you huh  I felt so bad,0
1822,My boyfriend just broke his wrist now he might need surgery  im so nervous,0
1823,  no one told me the mutual admiration society was meeting this morning LOL  Hi boys,0
1824,im still full from the buffet at palms  my stomach actually hurts ugh gluttony bites,0
1825,is feeling really sick,0
1826, minutes to boarding  hours to home no window seat,0
1827,Im a lil sad looks like nomore brooklyn  a while WTF ,0
1828,So much to tellOnly blip is her immune system hasnt recoverednot yet a newborns Give it  more months  But thats nothing,0
1829,M ah knowing microsoft they could probby do it but would want to charge way too much extra for it,0
1830,is now going to see his very ill uncle on saturday and spend the night at his house as even more bad news has come up,0
1831, soooo jelous of you right now,0
1832,also proof number  that I have no life  I have an imaginary boyfriend named Vince Its sad that my friends encourage me so,0
1833,The sun is shining and Im stuck in work,0
1834,katieedwards I cant yet back Ive run out of texts  Ill ring you laters xoxo,0
1835,Exams are so stressful,0
1836,itsucks when everyone but the one i want to text me is texting me,0
1837,Dell FX PcoverIP audio device Teradici is giving me a hard time in Linux Ubuntu Jaunty  Kernel isnt loading the sndhdaintel drv,0
1838,Layin in bed awake Txtin my girl in vegas Wishin I didnt have to work and I was w her,0
1839,at work missing my miami fam    carolina     more,0
1840,Sickand no its not the swine flu atleast I hope not,0
1841, i want to comment but dont understand what youre saying,0
1842, jet blue is okay I guess They cancel flights and dont have a lot of backup planes And no first class,0
1843, I am like the most saddest person on jtv right now because you are not on,0
1844, awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye,0
1845,someone WOULD give a speech about loved ones in the hospital Stupid COMM class,0
1846,i miss dooooooodddddiiiieeee,0
1847,Warhammer k Space Marines officially announced only for  and PS  No luck for PC gamers,0
1848,  im so sick  I fell over last night outside coz I was putting something in the bin,0
1849, the kid that got a second chance shudnt have mowgli didnt gutted,0
1850,Showered in icecold water Sweating now Means one thing Im sick,0
1851,just got back from the ER i cut myself while trying to cook a nice lunch   stiches on my right index finger talk about ouchie,0
1852,agh freaking out about going to Wales already  not packed,0
1853,spray tan  fail on legs and feet Ive been scrubbing them and feet look better but they looked awful this morning  Everywhere else  ok,0
1854,RachineA oh so you said you goodbyes and hugs  my dad left around  in the morning so I woke up to an empty house im pretty scared,0
1855, Can you ask Ryan why he stopped following me on Twitter,0
1856,I came home thinking that maybe there was something good to eat Apparently not,0
1857,UGH I missed the POTUS  MY Five Guys  blocks from my house and  blocks from my job  httpwwwpoliticocompolitico,0
1858,aww i feel bad cause i dunno if nicole is in the city looking for me shes probably worried  srry hun,0
1859,i wanna do something tonight but that doesnt look very promising,0
1860,no so sad about that  im from MALTA have you heard about it ,0
1861, oh no  im sorry at least youll still be able to buy regular tickets and not worry about limits,0
1862, say hello to Marina Green  couldnt participate in Barcelona this weeken,0
1863,wants to go out tonight but cant get home,0
1864,Getting to play golf with our kickin Leadership TeamI have a feeling they r gonna kick me on the golf course,0
1865,httpbitlyLaZEL  Wow Christian Lacroix bankrupt sad,0
1866, ia so much i havent really been happy with any of cooks choices for singles,0
1867,good km visible shot of TD one shows total decoupling of the low and mid level centersthis system is DEAD Waiting for the next one,0
1868,awww ive lost a follower i fail,0
1869,so sad that no friends everyday for a long  time,0
1870,watching chicago  honeyyyy im with you I miss me some hey arnold and wild thornberrys,0
1871,soooo sunburnt  my mum was out earlier so i had to wait for her to get in and fell asleep on the trampoline for  hours in the sun U,0
1872,Or this for that matter httpbitlySSYp  So jealous,0
1873,Its STILL not working Why not This is FRUSTRATING,0
1874,has has an ok day with jo She bit me and now its bruised,0
1875,isnt going to the movies i got grounded,0
1876, erocka the ruler i called you but i see i gets the no love   whats up with that,0
1877,i miss him  ALOT but im not gonna talk to him i HOPE,0
1878, ohh im watching my best friends wedding its so sad,0
1879,No school again This time cuz im sick,0
1880, Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers It is very sad,0
1881,  it sucks no matter where you are Im gonna freakin be late for work,0
1882, ha I thought you would enjoy the Family Guy reference and Im more bored than you,0
1883,shakalohana week two of flat wavez no surfin,0
1884, T im sooooo bored right now,0
1885, SisI dont think I will be up  nite sadly  Im in alot of pain day  had bad nitecan we go out anotha week soon,0
1886,THIS twitter is driving me nutsWONT LET ME DOWNLOAD A PROFILE PIC guess ill keep trying,0
1887,reaons not worth it drunk for no reason depressed about revision nothing happened Reasons worth itMatt after that i dunno,0
1888,Twitter is slowing me down today,0
